MSN,YYYYMM,Value,Column_Order,Description,Unit
FFTCBUS,2022-01-01,7.621866,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2022-02-01,6.71456,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2022-03-01,6.662718,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2022-04-01,5.949135,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2022-05-01,6.03063,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2022-06-01,6.225362,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2022-07-01,6.673354,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2022-08-01,6.706268,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2022-09-01,6.089295,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2022-10-01,6.107786,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2022-11-01,6.477644,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2022-12-01,7.239564,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2023-01-01,7.004713,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2023-02-01,6.286133,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2023-03-01,6.720774,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2023-04-01,5.888036,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2023-05-01,5.967137,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2023-06-01,6.118981,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2023-07-01,6.658416,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2023-08-01,6.794471,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2023-09-01,6.072652,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2023-10-01,6.230196,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2023-11-01,6.528145,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2023-12-01,6.911615,9,Total Fossil Fuels Consumption,Quadrillion Btu
FFTCBUS,2024-01-01,7.583622,9,Total Fossil Fuels Consumption,Quadrillion Btu
